index,score
anyNUM,1.942104212417648
anyone,0.030341406342686242
anything,0.27970588193051066
anytime,-0.044322501825726814
anyway,0.4863994809343182
anyways,-0.22775855361493877
anywhere,-0.20540051097597334
aoneq,1.15646381967005
apart,-0.5681447768887299
apex,0.2503618795056901
apologize,0.4
apology,0.2
app,0.041174065952993416
appa,2.2391694949091634
apparel,0.8849525399735038
apparent,-0.6480916287971391
apparently,0.4401418860193068
appeal,1.7217009383110402
appear,-0.13564491098952874
appearance,0.13036035136753843
appetite,-0.12793054730850364
appl,0.13800065542401038
apple,0.5300863729379397
application,1.0226168653998562
apply,-0.1418218301692574
appreciate,1.7
appreciation,2.3
approach,0.004239932591249814
appropriate,0.8145623591820434
approval,2.1
approve,0.8564654982533773
approx,-0.004148404211253307
approximately,0.38312575825053335
apr,0.053576289950815814
April,-0.05704693949350591
apus,1.2792033163834498
arc,-0.22104629496918446
area,-0.1493109963403601
arena,2.2124176482331803
arent,-0.024476025622650253
argue,-1.4
argument,-1.5
arm,0.03783878673560007
armor,-0.17482203430318646
army,0.675148369298898
aroon,0.29458086555311563
around,-0.2641373604179968
arrive,0.17683991038353164
arrow,-0.2250264273863486
arse,-0.4076250537480292
art,-0.1765801920596245
article,1.0027398273523656
as,0.11264056460034848
asap,-0.056150882310785806
asc,1.2726731882611297
ascend,0.5858047012604668
ascent,1.541225793571571
asia,0.5558652490034066
asian,-0.20701719569427743
aside,-0.08853178651423306
ask,0.21637766995253943
asp,-0.3593439669116895
aspect,-0.17904717231075273
ass,-2.5
assault,-2.8
assess,-0.20138897937378702
assessment,0.6230518400212949
asset,1.5
assign,1.6757835895388304
assist,0.647115192653224
associate,-0.20138897937378702
assume,0.004971461323479018
assumption,-0.07638140224713515
assure,1.4
astrazeneca,1.5500099820323416
at,-0.015036485535945075
ath,3.0966212688817887
atleast,-0.07857245234341408
atm,0.1653936905867259
atr,-0.2827288733577735
att,0.2710549582180647
attach,-0.18418270532359668
attack,-2.1
attempt,-0.042268237710404874
attention,0.0439922425348658
attitude,0.45965119926988585
attorney,2.7390696745857452
attract,1.5
attractive,1.9
auction,-0.10985755919108355
aud,-0.7350795470832736
aud/usd,-0.7610871811893222
aug,-0.01522144188046438
aug.,-0.10671988967059337
augNUM,0.06076335323690085
August,-0.09031370524024453
aussie,-1.050727600772286
austerity,-0.5642730877645594
austin,0.7135126469324898
author,1.9345178678378916
authority,0.3
auto,-0.045844108031631726
automatic,0.2740385986542907
av,0.30054991923628344
available,0.006909614658970654
avatar,0.9167078206596525
ave,2.881778480323134
ave.,0.7955994998476422
average,0.37760900081579996
avert,-0.7
avg,1.2235476142942703
avoid,-1.2
await,0.4
award,2.5
aware,-0.37405940948831845
away,-0.04633058404020134
awesome,3.1
awful,-2.0
awhile,-0.1411266506680852
azn,2.0678112730418565
b-mod,2.1281692952685165
b-NUM,-0.047728249964167975
b,-0.03404876893644331
b.,-0.059920383564430545
b.b.,-0.2556017390473461
b.s.,-1.3277913143184747
b/c,-0.01885498885672711
b/d,-2.4654988840885363
b/e,-0.26635134489513174
b/o,1.492134434515568
b/out,1.5912098962608063
b/s,-0.23629287438947771
babe,1.1367773302173725
baby,0.7992941377754014
back,0.1783138489973749
background,-0.005518131001863264
backing,0.1
backlog,1.5871431423437812
backside,-0.873639761413877
backtest,-0.5075147244601034
bad,-2.5
badly,-2.1
bag,-0.1775966104445865
bagger,-0.09115665758922173
bagholder,-0.7549773719625914
bail,-0.6011179590081697
bailout,-0.4
bait,-0.9889801183480407
baked,-0.2934362659576047
balance,-0.015962898259657417
ball,0.17155120782591332
bam,1.1342084248352964
ban,-2.6
banana,0.1631995740999533
band,0.7629184599659057
bandwagon,0.5328177396628098
bang,0.684204055655516
bank,-0.0579214056268917
banker,-0.28296990766111996
banking,-0.02143551032758429
bankrupt,-2.6
bankruptcy,-0.18377834389799969
bar,0.06934885626924164
barchart,-0.3634441737136305
barclay,0.1746311185320966
barely,-0.17777330146543238
bargain,0.8
barrel,-0.319263293679232
barrier,-0.5
barron,0.2800221140408804
base-on-base,1.942104212417648
base,1.1767686457060218
baseline,0.053576289950815814
basf,2.8684368137352765
bash,0.19609484711201078
basher,1.2424222606205388
basic,-0.06923392890228178
basically,0.14216833941329846
basis,0.01660882135513384
basket,-0.203993340756993
bastard,-2.5
bat,-0.4811629669369792
bath,0.037403150519541024
batman,-0.21929195929482614
battery,0.10869324105499022
battle,-1.6
bay,-0.06307372215524223
bb,0.15356164529539393
bband,-0.10425491681551496
bbm,0.24654751881396086
bbNUM,-0.3500740528402847
bc,-0.10303462266852198
bcoin,-0.006138909105800338
bd,-0.5692991256987244
be,0.017631663217820923
beach,1.209320112686053
bean,0.8103174286284688
bear,-0.6780355388413644
bearflag,-3.3395442167120537
bearish,-2.129118122811689
bearishbuck,-4.0
bearishness,-0.9164157556647154
beast,1.7346362832615572
beat,0.6468547091425914
beating,-2.0
beautiful,2.9
beautifully,2.7
beauty,2.8
because,-0.028276582239603578
become,-0.2493296878777744
bed,-0.4558825150770113
beef,-0.5946522701575003
beer,0.24011957962846353
befor,0.30439195462154117
before,0.07855603503437412
beg,0.2400678778199241
begin,-0.07308676572700802
begining,0.48549972686526893
beginning,-0.045309896293576866
behave,-0.014788517583415133
behavior,-0.3247125653076033
behind,0.008600122616170491
behold,-0.4757218161260009
beleive,1.944731063033907
belief,0.9292116295930496
believe,0.16716257040008628
believer,-0.018462260113399593
belive,0.5916622806221529
bell,-0.04227623517341622
bellow,-0.9926619174146738
belong,-0.44095334220029636
below,-0.47846097494943696
belt,-0.03949340039350064
belviq,2.431623078458774
ben,-0.1624429719628227
benchmark,-0.028092303282212985
bend,-0.4564203016259779
beneath,-0.8974125429021012
benefit,2.0
benlysta,1.5500099820323416
benzinga,0.5694749450988221
bernanke,-0.6341779303840992
bernstein,0.7586344579756438
besides,-0.01625434906214611
best,3.2
bet,0.11485671766768017
beta,-0.16911664064810117
better,1.9
between,0.024102679317170767
beverage,0.370460443928202
beware,-0.3044015370230076
beyond,0.5578536886032325
bezo,-0.07786337211591629
bf,0.41999068343648116
bias,-0.4
bid,0.024293414710663645
bid/ask,-0.17221419829990853
bidder,1.7718367807511681
bidding,1.4869215061363186
bieber,-0.1668338827576322
big,0.3631614579286568
bigger,-0.10904934867414101
biggest,0.3384042057629598
biggie,0.3905585331019548
bil,1.0973650937085204
bill,-0.061835679551653144
billion,-0.02824795619007654
billionaire,1.2490722581705849
billy,-0.4785246763174235
binary,-0.18415478761880122
bind,-0.07956141608141033
bingo,-0.18353566029622934
bio,3.3500595824412973
biotech,0.3598310919133435
bird,-0.22520192721138682
birthday,1.1103464743853224
bit,0.0013585302552965462
bitch,-2.8
bitcoin,0.8867730392984905
bite,-0.19128185888086083
bitter,-1.8
biz,0.07909045768898051
bk,-0.407545427038045
black,-0.14083792564129252
blackberry,-0.35306346447013187
blade,-0.06153552147532349
blah,-0.4
blame,-1.4
blast,1.1155927715855698
bleed,-0.8299467943338225
bleeding,-0.2521662084511446
bless,1.8
blessing,2.2
blind,-1.7
blink,-0.20311636192387214
blip,-0.1712660279379501
blisibimod,1.541225793571571
bloated,-1.2753332377812812
block,-1.9
blockbuster,2.9
blog,-0.09889734387122087
blogging,1.942104212417648
blood,-0.35578980130664983
bloodbath,-0.3659189718599209
bloody,-1.9
bloomberg,0.564790783996214
blow,0.3714019562835144
blowout,0.7417935294462028
bltus,2.0083849071670987
blue,-0.2168963328487479
bluff,-0.7775834886054178
bmo,0.32558062154788064
bn,-0.6800807047331344
bnn,1.6298662407666202
bnp,-1.4222922937270086
bNUM,0.18732599875232786
bo,1.2990335345096746
board,0.4587094439949231
boat,0.13346642709789064
bod,1.5871431423437812
bode,0.11559108498320043
body,-0.2560679441753802
boehner,-0.3924896087143472
bofa,-0.008026372366346566
bogus,-0.05566843812676773
boj,-0.25081401917223817
bold,1.6
bollinger,0.19943226561044722
bomb,-2.2
bond,-0.39640913627329827
bone,-0.18142299488234456
boner,-0.21915514612949058
bonus,2.5
boo,0.36222798961868635
book,0.02709818297760003
boom,1.197280189776051
boomer,-0.034711454519394926
boost,1.7
boot,0.09881349872523652
booyah,0.9914461661317349
bore,-1.0
boring,-1.3
borrow,-0.5952769182777021
boss,0.37543010815825634
bot,1.1323740344303332
botd,0.8491791698020482
both,0.14536916257503407
bother,-1.4
bottle,0.02823489148104839
bottom,-0.47622622025705014
bounce,0.05956158347598486
boundary,-0.3289048632319378
bout,0.4069703105838063
bow,-0.40212125555396333
bowl,-0.08415195716327993
box,0.13154345081400756
boxing,1.541225793571571
boy,0.9560593303595047
boyz,-0.0022215852085423512
bpspx,-0.7119656894631788
brag,0.059413056498303043
brain,0.34120804773629665
brainer,0.43157665040137067
brake,-0.08465380960722803
brand,0.29372647048072387
brass,0.1472904327765578
brave,2.4
brazil,0.16132980836514474
brazilian,0.777640247554402
breach,-0.40332615750557
bread,-0.0027390417253329515
breadth,-0.47962591371649704
break-out,1.2429333493418167
break,-0.056807183092151645
breakaway,0.011393030221208505
breakdown,-2.265585233483552
breaker,-0.28346819202487833
breakeven,2.231797537160383
breakfast,1.2814841781525292
breakin,-0.02192919592948258
breaking,-0.13424588827804443
breakout,2.7773528506034215
breakthrough,-0.09082549429327935
breakup,1.0069375124775404
breast,1.633060491115991
breath,-0.024504018776994693
breathe,0.47929346224415137
breather,0.6515881476235854
breed,2.652824915152725
brent,-0.07275333237781281
brew,-0.14562132721800172
brewing,-0.0880932751364168
brian,0.5778398882012378
brick,-0.6656612929023505
brief,0.17575031609769093
briefing,-1.1182824151148658
briefly,0.028748253144340184
bright,1.9
brighter,1.6
brilliant,2.8
bring,-0.022210443478707632
brink,-0.39730543213415537
brk-b,0.22958674386105007
brk,0.35883634257622593
brkb,1.729195141053795
brkout,0.7343581553204231
bro,0.9331123059957358
broad,-0.2905789181552404
broaden,-0.8778697442036892
broader,-0.5021468053417752
broken,-2.1
brokeout,1.8362773095384823
broker,-0.24823074272328507
brokerage,-0.13870335865462707
brotha,1.633060491115991
brother,0.2765019335432158
brown,-0.09011111697834255
browser,1.4466032569945537
brutal,-3.1
bt,0.6457940923728587
btfd,0.6807746057097229
btfo,1.8726292673188258
btm,0.25040427230984225
bto,1.855896674122172
btw,0.1499784259301002
btwn,0.49636986757170454
bubble,-0.4325559099515631
buck,1.1569840952951367
bucket,-0.17810902489130945
buckle,-0.034711454519394926
bud,0.34065511347866523
buddy,0.6295377849148224
budge,-0.38456515853677936
budget,-0.04774019397066564
bueno,-1.129310591944962
buffet,0.38096615281682167
buffett,1.10462037897003
bug,-0.033143072335713744
build,0.40324087666165975
builder,0.3548755097966516
building,0.8780002447207904
bulkowskus,-0.5633895987916336
bull,-0.044898618121407496
bull/bear,0.05238570572968655
bullet,-0.21777398465086598
bullflag,3.414254342184068
bullish,0.6222528613284646
bullishness,-0.05933220357083638
bullshit,-2.8
bullsih,1.8726292673188258
bum,-2.0967464526300703
bummer,-1.6
bump,0.03471645774448101
bumpy,-0.21138024939085567
bunch,0.2683565557850996
bund,-1.0023792460943097
burn,0.15468520299823957
burnt,-0.5032336060721253
burrito,-0.07617115102331318
burst,-0.1774720112114407
bury,-0.12287993884668653
bus,0.24929677663796487
business,0.0019665282763135575
bust,-0.14117736928400515
busy,0.4761066444037097
but,0.14159502295528945
butt,-0.044989728154412094
butter,-0.16752351930670747
butterfly,-0.6352528779046093
button,0.13066010960834737
buy,0.4155836712583851
buyable,2.6140704308003153
buyback,0.9250669639133637
buyer,-0.4974593942308126
buyin,0.2719719888815516
buying,0.8779082960740056
buyout,0.41696911371497297
buytoopen,1.8726292673188258
buzz,0.08843696161723696
bv,0.13198061670810698
bw,0.1751894209470573
bwin,1.541225793571571
by,0.04370157629117117
bye,-0.4450602080245329
c'mon,1.0069375124775404
c,0.08152185209230581
c.,-0.18616663542849587
c/h,1.718506687961669
cable,-0.2307980188874559
cad,-0.03691380522396715
calc,0.7958492894607886
calculate,0.9118087442603312
calculation,0.20889844167943583
calculator,0.06076335323690085
calendar,-0.20998842350139457
call,0.2728623960741633
callwarrant,1.541225793571571
callz,2.3633459772409657
calm,1.3
camera,-0.0013138407147293477
camp,-0.27384559117889773
campaign,0.42162003131205944
can,0.06972111852800292
canaccord,0.9477058940965063
canada,0.6237396746007563
canadian,0.12615138903819284
canal,-0.4542066790884331
cancel,-1.0
cancer,-3.4
candel,-0.7999617791792089
candidate,-0.15668095485096029
candle,-0.10238858975216138
candlestick,-0.16042183716421643
candy,0.35985226592134156
cap,-1.2943584007584206
capable,1.6
capacity,2.289478937911759
capex,-0.2542066790884334
capital,-0.3016784570194722
capitalize,0.6831339951723258
capitulate,-0.18797477425827722
capitulation,-0.01231946800885136
captain,0.25330092108714114
capture,-0.005029119000330532
car,0.1600058913146105
card,-0.23357666794300214
care,2.2
careful,0.6
carefull,-0.6180306722086856
carefully,0.5
carl,0.6498303054501896
carnage,-0.8852221208029382
carrier,2.6772758295111077
carry,0.17033954266934914
carve,0.22958674386105007
case,0.45721635482361256
cash,-0.14569093753641307
casino,0.5812301963773255
catalyst,0.7779546892634854
catapult,0.8542338077175363
catch,0.08179998418642041
catcher,-0.9524628541397908
category,0.6679532397240519
catfish,1.942104212417648
cause,0.2321587328184211
caution,-0.18599533806567436
cautious,-0.4
cautiously,-0.015966560528946194
cave,0.3290077859852266
caveat,-0.11734986383832594
cbo,0.699301257736075
cc,0.306680472987861
cci,-0.5235774688261433
cd,-0.5118108226442658
cdn,-0.08915407367464125
ceiling,-0.44158077840176174
celebrate,2.7
cell,0.44964988945823475
cent,0.5525953209540228
center,1.2559714719600519
centerline,1.718506687961669
central,-0.5330950631100971
century,0.020762627270912357
ceo,0.09172184309929071
cerberus,1.2567600541247954
certain,1.1
certainly,1.4
certainty,1.0
cfo,0.017082479050935833
ch,0.7586344579756438
chain,0.0838435781197348
chair,-0.45192878642068857
chairman,-0.08026372366346567
challenge,0.3
challenging,0.6
cham,0.809742463565581
champ,2.1
champagne,1.2
chan,-0.4299732086746561
chance,1.0
chanel,-0.010560673381369958
change,-0.028161100759638815
changer,1.0275486732577
channel,0.03536491458232324
chaos,-2.7
chapter,-0.3614513621680029
character,0.037936962336572365
characteristic,0.09618242718661968
charge,0.32515091882231023
charger,0.13990816530245556
charlie,-0.37343479223943643
charm,1.7
chart,0.4868569907499847
chartist,0.02485526053104412
chartly,-0.11360403964675132
chase,0.2962949324470549
chaser,-0.047728249964167975
chasing,0.19611903542567458
chat,0.13776872331981593
chatter,0.3470550852131931
cheap,1.1407429475241764
cheaper,0.4730110800558993
cheapest,2.0083849071670987
cheapie,2.869235376322619
cheapy,2.2391694949091634
cheat,-2.0
check,0.25809665897176437
checkout,-0.0834169413788161
cheer,2.3
cheerleader,0.9
cheese,-0.05521753579658128
cheezit,1.0646436414453981
chemical,1.3325047173152842
cherry,-0.07757632220151928
chest,0.029966974478618204
chew,0.675148369298898
chf,-0.377417228034972
chicago,-0.12234075226765485
chicken,0.7444779847402506
chief,-0.702218002006593
chikou,-0.2686609385726028
child,1.1561665193128545
chill,0.14308789633205668
china,0.867689534983817
chinese,-0.049417501484746856
chinga,1.942104212417648
chip,0.7645151603825433
choice,0.5077890100848772
choke,-2.5
choo,1.1495526234595927
choose,0.028570404773239657
chop,-0.27079322911438236
choppy,0.1289270768926612
chri,-0.10799119183811781
christmas,0.801126860539916
chrontech,1.7955679776402473
chrt,-0.3467293155772693
cht,-0.6922746165973914
chug,0.48837806234492187
chump,0.06076335323690085
chunk,-0.2881190908057508
churn,0.04481200919090985
cibc,1.633060491115991
cie,0.5574733157084927
cigar,0.059413056498303043
cigx,1.3398199031217488
circle,-0.564360593327951
circulate,0.8572876514581432
circus,-0.6039486885480865
cite,-0.21291536854175003
citron,0.5503237030487976
citus,-0.08544828720785007
city,0.19196665514269434
claim,0.4679185309580008
clarification,0.05776269381779469
clarify,-0.205014277681613
clarity,1.7
class,0.3588420842483529
classic,-0.27851941328996216
claus,-0.08987037996640963
claw,-0.008599684678228437
clean,1.7
cleaner,0.7
cleanly,0.14573767219005787
clear,1.6
clearer,-0.13224403994075734
clearing,2.6323978183806984
clearly,1.7
clever,2.0
click,0.7614110621553035
client,0.0033480276043661964
cliff,-0.17583647329756658
climax,-0.5343874233383371
climb,0.9822302601004631
climbing,1.4264775017871072
cling,-0.6922746165973914
clinical,1.4490715131735195
clip,0.0971052106208824
clock,-0.12065357603554537
clockwork,-0.177917920787349
clone,-0.4712627203669199
cloning,-0.3651362413007814
close,-0.16162670426680745
closed,-0.04619259198591295
closely,0.1470117217579785
closer,-0.14548676023603527
closest,0.053576289950815814
closing,-0.09204023234408772
closure,0.09551695836383398
cloud,-0.286226311526317
clown,0.3506874229258146
club,0.13143025480963536
clue,0.0038880834170621093
clueless,-1.5
cluster,-0.3442705043201912
cm,0.44654530935225667
cmf,0.2890364910728257
cmon,1.3637259384720382
cnbc,0.5857456578159314
cnh,1.8398882012377722
cnn,0.22940525236392653
cNUM,0.16497577088513385
co,0.16369051171808263
co.,0.8542338077175363
coach,-0.14294586976255297
coal,0.29971126598987496
coast,0.8586604717568976
coaster,0.5891794769415053
cocoa,-0.431287216438428
code,-0.050056534964088274
coffee,0.1209197651415616
coil,2.316180190725187
coiled,1.798362946695947
coiling,1.4997227213238369
coin,-0.04264777631554178
coincide,-0.31042861761735413
coincidence,-0.5368745754684647
coke,0.5916622806221529
cold,-0.027271424290200224
collapse,-2.2
collect,-0.5431848705051924
college,0.18423016348350726
color,-0.01003296545793321
colorado,1.541225793571571
column,-0.6759050413765515
com,-0.08137586333613873
combination,0.014500215401750532
combine,0.14236076361251027
combo,1.305493589799229
come,0.08300829470845016
comeback,0.7621114178386947
comfort,1.5
comfortable,2.3
comfortably,1.8
comin,0.6404281816539752
coming,0.16626645359641404
commence,-0.0537480292389279
comment,0.5622075386255959
commentary,-0.1313165618709921
commercial,-0.11037308921861289
commission,-0.047728249964167975
commit,1.2
commitment,1.6
committee,-0.009261198884246038
commod,-0.27667989170067453
commodity,-0.16934261180567575
common,0.3394916093161102
communication,1.5133417856516311
community,0.3341984428029542
comp,-0.2094285048242087
company,0.16834986231055937
comparable,0.05776269381779469
compare,0.023751532954966775
comparison,-0.1558751702453679
compelling,0.9
compete,-0.1308571701577291
competition,-0.11514757279412582
competitive,0.7
competitor,-0.3211081307971076
complacency,-1.5085657385544993
complain,-1.5
complaint,-1.2
complete,-0.38504370466261395
completely,-0.01105595690805756
completion,-0.4433821016306324
complex,-0.3911401197340713
compliance,0.44788471660102736
component,0.24450025042642565
composite,-0.3705682306800269
composition,1.541225793571571
comprar,1.633060491115991
comprehensive,1.0
compress,-0.30602137180895916
compression,-0.00368437471018219
compromise,-0.6396210926811466
computer,-0.05692872305572444
computing,1.359383450346652
compx,-0.14381948852351611
con,0.0286141828007978
concept,-0.4384148649592249
concern,0.12506520521126493
concerned,-0.013372135775311421
conclude,0.32007152343173606
conclusion,0.1794636321288349
concur,0.14573767219005787
condition,-0.06595174738343412
condor,0.5617887801956478
conf,0.3508906034202088
conference,1.6473306381845998
confidence,2.3
confident,2.2
configuration,-0.6593091586641823
confirm,-0.3846526161940966
confirmation,-0.43912195014387934
confluence,-0.3804544044355499
confuse,-0.9
confused,-1.3
confusion,-1.2
congestion,0.3567312171424767
congrat,0.5877488317638419
congratulation,2.9
congress,-0.2799107558203233
connect,-0.032623319940634395
connection,-0.10466134760243972
consecutive,-0.35933496477871346
consensus,-0.06718073670632077
conservative,1.145837291262823
conservatively,0.5707060624209754
consider,0.16625859026874146
consideration,-0.16313465331667998
consist,0.02823489148104839
consistent,0.12336340042468998
consistently,2.0729423879122857
consolidate,2.194108775683454
consolidated,1.3460992165321939
consolidation,0.9348897163154098
conspiracy,-2.4
constant,0.2845324531132182
constantly,0.6510751236010478
constraint,0.7135555999201436
construction,0.23548837898234773
constructive,2.2997326028811496
consumer,0.022916197652735913
cont,-0.02474252134564592
contact,-0.03499410149832971
contain,-0.22885631309357918
contemplate,-0.28041300823298837
contend,0.2
contender,0.5
content,-0.11690354441905774
contest,-0.033409774974917615
context,-0.16202665902250254
continually,-0.08152501074960584
continuation,0.48779787514745415
continue,-0.028088515945583478
continued,-0.04146697269501943
continuous,-0.11734986383832594
contract,-0.7119656894631788
contracting,-0.05222353968233281
contraction,0.09305916017834576
contrarian,-0.23358239183403873
contribute,0.2369069009116925
control,0.11387502495508085
controlled,0.14308789633205668
converge,0.02626042354531072
convergence,-0.06986766040800717
converging,0.3148618201522974
conversation,-0.19560870069684738
convert,0.54916150928329
conviction,-0.02624343155237618
convince,1.0
convinced,1.7
convincing,1.7
cook,-0.4297692417944675
cookie,0.13990816530245556
cooking,-0.018274329941235488
cool,1.3
cooperate,1.5435597459611619
copper,-0.24059943643990797
copy,0.8465991983660163
core,0.17212709430717027
corn,-0.16647743205937507
corner,-0.10356069303804788
corp,0.23205289302784385
corp.,-0.08847251358359294
corporate,-0.3932074535418294
corporation,0.8683492294515032
correct,-0.06953903696592663
correction,-0.2813070928140043
corrective,-0.3674463400140123
correctly,-0.1442835984902772
correlate,-0.3276908585688123
correlation,-0.4813446802367103
corrupt,0.13834895168494676
cos,0.3446770172663566
cost,-0.008717765262789508
costly,-0.4
cot,-0.4950427179988909
cotton,-0.017523446143592115
cough,-0.4828054082461418
could,-0.00417065871709606
couldnt,0.15027495961814172
count,0.2533177607495443
countdown,-0.1492523051932538
counter-trend,-0.5534852610959816
counter,-0.5003344321819321
countertrend,-0.5785103435096275
counting,-0.05083931236246842
country,0.7024423435077137
couple,-0.09562849362190053
coupon,0.9466489730250268
course,0.24700286579167735
court,1.3172496931899023
courtesy,1.5
courtroom,1.6418446795767618
cousin,1.633060491115991
coventry,1.5500099820323416
cover,-0.14762267019684217
coverage,1.7099886870300136
covered,-0.19376164540633511
cow,-0.07636678513800113
coz,-0.021707177926351868
cpo,1.942104212417648
cpus,-0.7491280875256785
crab,-0.610896118994158
crack,-0.7377370990988935
cramer,0.15988981919433298
crap,-1.6
crappy,-2.6
crash,-1.7
crawl,0.5916622806221529
crazy,-1.4
cream,1.0068098011814015
create,1.1
creation,1.1
creative,1.9
credibility,0.40470230508162225
credible,0.0060592232682470356
credit,1.6
creditor,-0.1
creep,0.5878125256890536
crest,-0.02992516537019908
crestor,2.006388500698742
crew,0.4616224129899516
cricket,-0.0926854904209067
crime,-2.5
crisis,-3.1
criterion,0.6682771012178079
critical,-1.3
crook,-0.7454493335244373
crop,0.30611565848140027
cross,-0.046368885521816526
crosshair,0.7577630535306719
crossover,0.19258785939694512
crow,-1.0465620401372022
crowd,-0.0753384497113894
crowded,-0.597408291107757
crucial,-0.27391109480457243
crude,-2.7
crudeoil,-0.20018716960770244
cruise,2.0083849071670987
crumb,0.38808434291958704
crumble,-1.143758062204386
crumpet,1.718506687961669
crush,-0.6
crushed,-1.8
cry,-2.1
crystal,-0.14165295328749433
csdb,-3.004156514261144
cst,2.0794569774406066
ct,0.0700738670393292
ctix,2.898782192054302
cuban,-0.020430766023427662
cud,-0.18876307868711478
cue,-0.48349338302040007
cult,-0.11029352855352587
cumulative,0.35296466360551004
cup-handle,2.339788380914354
cup-n-handle,2.129766420443202
cup,1.098341717339149
cup/handle,1.7725886507734356
cure,1.9752445597923733
curious,1.3
curl,1.2541648562000158
curling,0.17312836893591532
currency,-0.08128935705257906
current,-0.039991424141490775
currently,-0.17752810611944728
curve,-0.1503634390548534
cushion,-0.31140891500644974
cusp,-0.03933420991954926
custom,-0.40762505374802926
customer,-0.36626311043700543
cut,-1.1
cute,2.0
cuz,0.32650026716319147
cv,1.744100618886005
cvr,-1.3394008886340834
cwus,0.3881546549544156
cya,-0.15211886675266334
cyan,1.0982365076196206
cyber,0.7426632062287881
cycle,-0.30741607482055155
cyclical,-0.9609212879585695
cylinder,0.675148369298898
cyprus,-2.1555109645979647
d,-0.18679625586086543
d.,-0.28168217740062174
d.b.,1.541225793571571
da,0.7635663213622885
dabble,0.720085663986642
dad,-0.014288706849979646
daddy,-0.018274329941235488
daily,-0.1806222729509376
dam,0.8145623591820434
damage,-2.2
damages,-1.9
damn,-1.7
dan,2.222559393092433
dance,-0.6993889357567034
dancing,-0.5557904543500071
danger,-2.4
dangerous,-2.1
dangerously,-2.0
dare,-0.0730380115947473
dark,-1.0510534613730829
darling,2.8
darn,0.07465857643924227
darva,0.8011021602556825
dat,-0.21115317274967865
database,1.6418446795767618
date,-0.0028092303282212985
datum,-0.02416760068674273
daughter,0.4787587470757764
dave,-0.1542210118962302
david,0.09073667398682371
davo,1.633060491115991
dawn,2.0083849071670987
day-chart,-0.20368222862131458
day,0.13848992473663943
day/close,0.22541243942721262
dayma,-1.0925508488931173
days/weeks,-0.02599465470579808
daytrade,0.12058897432896665
daytrader,-0.00560462208339719
dbl,-0.16505514455922946
dc,-0.014919770402069368
dd,1.3397702317646436
dea,2.4127789027369775
dead,-3.3
deadline,0.9569404636871032
deal,0.3336011859699421
dealer,1.541225793571571
dear,1.6
death,-2.9
debacle,-0.20530211511292215
debate,0.3223911245472438
debit,-0.3027994236702551
debrief,1.541225793571571
debt,-1.5
dec,0.015363798154774413
dec.,0.3883131575285697
decade,0.3786111315421712
decay,-1.7
December,0.04701537232980634
decend,-0.18796453653842196
decending,-0.009261198884246038
decent,0.4827893552059474
decide,0.28495618753155183
decimal,1.5500099820323416
decimate,-0.20368222862131458
decision,0.7105091740379129
decisive,0.9
decl,0.4481202140875405
declare,0.9555241741336196
decline,-0.6135852634370819
decNUM,-0.04187156815744343
decrease,-0.38432946347522856
deep,-0.273101414852884
deeper,-0.2932393628325587
def,-0.22152787731116527
default,-0.4988360251352186
defend,-0.19780097696258334
defendant,1.798362946695947
defense,0.5
defensive,0.1
deficit,-1.7
definately,-0.01719936935645693
define,0.13488011655356238
definite,1.1
definitely,1.7
definition,-0.00963164683961588
definitly,1.758434817328808
deflate,-0.9566671444269256
deflation,-2.1780655921404097
defy,0.03914953084447993
degree,0.02234714356263988
deja,-0.11676977249572912
del,-0.24918455010185006
delay,-1.3
delete,-0.05538196932779132
deliberation,1.1901821476586902
delicious,2.7
delisting,0.586211485991881
deliver,-0.29432115857879537
delivery,2.019182138816798
delta,-0.20078122577682356
delusional,-0.6463066839252029
dem,-0.12307104295064698
demand,-0.5
demark,-0.19429423951424823
demise,0.02823489148104839
demonstrate,-0.008303143827255067
denial,-0.172645346689255
dent,-0.22077735937561072
deny,-1.4
departure,-0.22405045148344563
depend,0.24871426986978995
dependent,-0.09724258828458335
deploy,-0.32313966669706984
deposit,-0.17904717231075273
depot,-0.13411413010094397
depression,-2.7
depth,-0.12354142603006536
derivative,-1.5212023178197767
desc,-0.0264957538744231
descend,-0.12175657907036146
descent,-0.20164827289666043
describe,-0.12138143340541292
deserve,0.45780472020328894
design,0.12846210155054222
desk,-0.2812929117330213
desktop,1.8354961070073863
desperate,-1.3
desperately,-1.6
desperation,-2.0
despite,-0.35743193802192164
dessimation,0.9199441006188861
destination,-0.19572882327647986
destine,-0.31769692254141174
destroy,-2.5
destruction,-2.7
detail,-0.14395931834816164
detailed,0.028067492697541573
detect,-0.17552043293766093
deteriorate,-1.444747025942385
determination,1.7
determine,-0.3639708415369798
deutsche,-0.05110324902122009
dev,-0.1718503654865988
develop,-0.14702759092286682
develope,-0.18796453653842196
developer,-0.02762437926295657
development,0.22187356069537953
deviation,-0.5297405761788734
device,0.2146018856199684
devil,-3.4
di,-0.20368222862131458
diabetes,1.541225793571571
diagonal,-0.8883130285222874
diamond,1.4
diario,-0.18460656442597104
dice,-0.1692417944675362
dictate,-0.004513725105621269
didnt,0.2683721026290605
die,-2.9
diff,0.2704278245104759
difference,-0.07963426901689485
different,-0.18857556676555967
difficult,-1.5
dig,-0.03374753070648276
digest,2.1368408316386147
